,index,Count
7737,REQUIREMENTS  267,1
7738,PROGRAM  REQUIREMENTS  REQUIREMENTS,1
7739,PROGRAM  REQUIREMENTS,1
7740,CONTRACT  TECHNICAL  ANALYSIS,1
7741,ANALYSIS  PROGRAM  REQUIREMENTS,1
7742,279  271,1
7743,279,1
7744,273  279  271,1
7745,273  279,1
7746,273,1
7747,CONTRACTOR  OFFICE,1
7748,271,1
7749,267  273  279,1
7750,267  273,1
7751,SERVICES  CONTRACTOR  OFFICE,1
7752,267,1
7753,ORDER  CEILING  $1589000.00,1
7754,CEILING  $1589000.00  $1639000.00.,1
7755,CEILING  $1589000.00,1
7756,$1639000.00.,1
7757,$1589000.00  $1639000.00.,1
7758,ORDER  CEILING  $8498672.51,1
7759,FUNDING  AMOUNT  $470000.00.,1
7760,CEILING  $8498672.51  $8968672.51.,1
7761,CEILING  $8498672.51,1
7762,$1504000.00,1
7763,ORDER  CEILING  $8448672.51,1
7764,CEILING  $8448672.51  $8498672.51.,1
7765,CEILING  $8448672.51,1
7766,ITEMS  REACHED,1
7767,$8498672.51.,1
7768,$8448672.51  $8498672.51.,1
7769,$8448672.51,1
7770,ITEMS  REACHED  WORK,1
7771,ORDER  $288432.34.,1
7772,PURPOSE  ORDER  EPA,1
7773,LEWISITE  REMOVAL,1
7774,LEWISITE,1
7775,ORDER  $288432.34.  ORDER,1
7776,ORDER  AMOUNT  $49906.14;,1
7777,PROGRAM  INTERFACE,1
7778,RESOURCES  CEILING,1
7779,RESOURCES  CEILING  ORDER,1
7780,SERVICES  EPA  RESOURCES,1
7781,$292964.04,1
7782,$292964.04  CONTRACTOR,1
7783,$292964.04  CONTRACTOR  CONTRACT,1
7784,ANALYSIS  PROGRAM  EVALUATION,1
7785,CEILING  ORDER  $292964.04,1
7786,EVALUATION,1
7787,EVALUATION  PERFORMANCE,1
7788,EVALUATION  PERFORMANCE  OSWER,1
7789,FUNDING  CONTRACTOR  MIX,1
7790,EPA  RESOURCES  CEILING,1
7791,$1504000.00  $1589000.00.,1
7792,ORDER  CEILING  $1504000.00,1
7793,AMOUNT  $470000.00.  ADDITIONAL,1
7794,AMOUNT  $470000.00.,1
7795,$8968672.51.,1
7796,$8498672.51  $8968672.51.,1
7797,$8498672.51,1
7798,$470000.00.  ADDITIONAL  FUNDING,1
7799,$470000.00.  ADDITIONAL,1
7800,$470000.00.,1
7801,$49906.14;  CONTRACTOR,1
7802,$49906.14;  CONTRACTOR  CONTRACT,1
7803,ADDITIONAL  FUNDING  CONTRACTOR,1
7804,SERVICES  MODIFICATION  PERIOD,1
7805,FUNDING  AMOUNT  $85000.00.,1
7806,$1589000.00.,1
7807,CEILING  $1504000.00  $1589000.00.,1
7808,AMOUNT  $49906.14;,1
7809,CEILING  $1504000.00,1
7810,AMOUNT  $49906.14;  CONTRACTOR,1
7811,AMOUNT  $85000.00.  ADDITIONAL,1
7812,AMOUNT  $85000.00.,1
7813,$85000.00.  ADDITIONAL  FUNDING,1
7814,CEILING  ORDER  $288432.34.,1
7815,$85000.00.  ADDITIONAL,1
7816,CONTRACT  ITEMS  REACHED,1
7817,$85000.00.,1
7818,EPA  RESOURCES,1
7819,MONITORING  ANALYTICAL,1
7820,MONITORING  ANALYTICAL  SUPPORT,1
7821,$39783.00.,1
7822,CONTRACT  RESPONSE  INCREMENTAL,1
7823,4  CONTRACT  RESPONSE,1
7824,4  CONTRACT,1
7825,$419295.00.,1
7826,$419295.00.  ALL,1
7827,FUNDING  CONTRACT  PERIOD,1
7828,(EQLS  WATER,1
7829,$419295.00.  ALL  TERMS,1
7830,AMOUNT  $419295.00.,1
7831,AMOUNT  $419295.00.  ALL,1
7832,PERIOD  AMOUNT  $419295.00.,1
7833,SUPPORT  18  CEILING,1
7834,IMMEDIATELY,1
7835,SUPPORT  18,1
7836,ORDER  SUPPORT  18,1
7837,ORDER  $148376.44  MIX,1
7838,ORDER  $148376.44,1
7839,SUPPORT  (EQLS,1
7840,CEILING  ORDER  $148376.44,1
7841,SUPPORT  (EQLS  WATER,1
7842,18  CEILING  ORDER,1
7843,IMMEDIATELY  REMAIN,1
7844,18  CEILING,1
7845,18,1
7846,IMMEDIATELY  REMAIN  ALL,1
7847,$148376.44  MIX,1
7848,MODIFICATION  IMMEDIATELY,1
7849,MODIFICATION  IMMEDIATELY  REMAIN,1
7850,CONTRACT  RESPONSE,1
7851,(EQLS,1
7852,$579692.86  FUNDING  CEILING,1
7853,ORDER  SITE  START,1
7854,$579692.86,1
7855,$576109.80,1
7856,$35962.44.  CONTRACTOR  CEILING,1
7857,$35962.44.  CONTRACTOR,1
7858,$35962.44.,1
7859,$34334.84  WORK  ORDER,1
7860,$34334.84  WORK,1
7861,$34334.84,1
7862,$1627.60.  ADDITION  INCREMENTAL,1
7863,$1627.60.  ADDITION,1
7864,$1627.60.,1
7865,WORK  REGION  TASK,1
7866,PWS  PROPOSAL  INCREMENTAL,1
7867,PWS  PROPOSAL,1
7868,POP  PWS  PROPOSAL,1
7869,POP  PWS,1
7870,POP,1
7871,MODIFICATION  POP  PWS,1
7872,MODIFICATION  POP,1
7873,PROVIDE  CONTRACTOR  OVERSIGHT,1
7874,CONTRACTOR  OVERSIGHT  SUPPORT,1
7875,CONTRACTOR  OVERSIGHT,1
7876,ENVIRONMENTAL  ANALYSIS  WATER,1
7877,WATER  QUALITY  SUPPORT,1
7878,START  4  CONTRACT,1
7879,PERIOD  AMOUNT  $84715.00.,1
7880,SITE  START  4,1
7881,$148376.44,1
7882,"WORK  SUPPORT  PROJECT""",1
7883,PURPOSE  MODIFICATION  IMMEDIATELY,1
7884,"SUPPORT  PROJECT""  CONTRACTOR",1
7885,PERIOD  AMOUNT  $156168.00.,1
7886,$174062.00.,1
7887,$174062.00.  ALL,1
7888,$174062.00.  ALL  TERMS,1
7889,$2078850.00,1
7890,$2078850.00  $29422.00,1
7891,$2078850.00  $29422.00  CONTRACT,1
7892,$29422.00,1
7893,$29422.00  CONTRACT,1
7894,$29422.00  CONTRACT  FUNDED,1
7895,AMOUNT  $174062.00.,1
7896,AMOUNT  $174062.00.  ALL,1
7897,CONTRACT  ITEMS  INCREMENTAL,1
7898,FUNDING  AMOUNT  $174062.00.,1
7899,ITEMS  INCREMENTAL,1
7900,ITEMS  INCREMENTAL  FUNDING,1
7901,OPTION  PERIOD  $2078850.00,1
7902,PERFORMANCE  CEILING  OPTION,1
7903,PERIOD  $2078850.00,1
7904,PERIOD  $2078850.00  $29422.00,1
7905,(E.G.  GARDENS,1
7906,(E.G.  GARDENS  WATER,1
7907,CONSTRUCT,1
7908,REGION  SUPERFUND  MANAGEMENT,1
7909,ORDER  PURPOSE  WORK,1
7910,WORK  MONITORING  ENVIRONMENT,1
7911,WORK  MONITORING,1
7912,PERFORMANCE  PERFORMANCE  MANAGEMENT,1
7913,AMOUNT  $156168.00.  CONTRACT,1
7914,AMOUNT  $156168.00.,1
7915,($116887.24,1
7916,REMAIN  ALL,1
7917,"SUPPORT  PROJECT""",1
7918,SUPPORT  DEVELOPMENT  TECHNICAL,1
7919,"PROJECT""  CONTRACTOR  SUPPORT",1
7920,"PROJECT""  CONTRACTOR",1
7921,"PROJECT""",1
7922,REMAIN  ALL  TERMS,1
7923,$504000.00.,1
7924,$504000.00.  CONTRACT,1
7925,$504000.00.  CONTRACT  FUNDED,1
7926,ORDER  EPA  ($116887.24,1
7927,EPA  ($116887.24,1
7928,AMOUNT  $504000.00.,1
7929,$156168.00.  CONTRACT  FUNDED,1
7930,AMOUNT  $504000.00.  CONTRACT,1
7931,ORDER  ENTITLED  MANAGEMENT,1
7932,MODIFICATION  ORDER  ENTITLED,1
7933,ENTITLED  MANAGEMENT  SUPPORT,1
7934,ENTITLED  MANAGEMENT,1
7935,WORK  MANAGEMENT  SUPPORT,1
7936,WORK  MANAGEMENT,1
7937,PERFORMANCE  MANAGEMENT,1
7938,PERIOD  AMOUNT  $504000.00.,1
7939,CONTRACTOR  WORK  MANAGEMENT,1
7940,$156168.00.,1
7941,$156168.00.  CONTRACT,1
7942,$579692.86  FUNDING,1
7943,09TH,1
7944,$2196.32,1
7945,AMOUNT  $42919.80;  AMOUNT,1
7946,AMOUNT  $42098.40;  AMOUNT,1
7947,AMOUNT  $42098.40;,1
7948,AMOUNT  $26755.20  AMOUNT,1
7949,AMOUNT  $26755.20,1
7950,AMOUNT  $162892.05;  AMOUNT,1
7951,AMOUNT  $162892.05;,1
7952,AMOUNT  $111438.34.  CONTRACTOR,1
7953,AMOUNT  $111438.34.,1
7954,ORDER  #0308,1
7955,$9304.70;  AMOUNT  $85455.00;,1
7956,$9304.70;  AMOUNT,1
7957,$9304.70;,1
7958,$85455.00;  AMOUNT  $59406.14;,1
7959,$85455.00;  AMOUNT,1
7960,$85455.00;,1
7961,$79303.10.  MODIFICATION  INCREMENTAL,1
7962,$79303.10.  MODIFICATION,1
7963,$79303.10.,1
7964,$59406.14;  AMOUNT  $42919.80;,1
7965,$59406.14;  AMOUNT,1
7966,$59406.14;,1
7967,ORDER  #0308  ENERGY,1
7968,PROGRAM  INCREMENTAL,1
7969,$42919.80;  AMOUNT  $42098.40;,1
7970,$42919.80;  AMOUNT,1
7971,$42919.80;,1
7972,$42098.40;  AMOUNT  $162892.05;,1
7973,AMOUNT  $42919.80;,1
7974,#0308  ENERGY  STAR,1
7975,09TH  WORK,1
7976,AMOUNT  $59406.14;,1
7977,$182165.69.  CONTRACTOR  CEILING,1
7978,$182165.69.  CONTRACTOR,1
7979,$182165.69.,1
7980,$10064.00;  AMOUNT  $5782.26;,1
7981,$39783.00.  WORK,1
7982,2015  AMOUNT,1
7983,2015  AMOUNT  $39783.00.,1
7984,$10064.00;  AMOUNT,1
7985,$10064.00;,1
7986,WORK  AMOUNT  $9304.70;,1
7987,FUNDING  CEILING  $111438.34,1
7988,AMOUNT  $39783.00.,1
7989,FUNDING  AMOUNT  $111438.34.,1
7990,AMOUNT  $39783.00.  WORK,1
7991,CEILING  $111438.34,1
7992,AMOUNT  $9304.70;  AMOUNT,1
7993,AMOUNT  $9304.70;,1
7994,INFORMATION  2015,1
7995,INFORMATION  2015  AMOUNT,1
7996,SUPPORT  INFORMATION  2015,1
7997,AMOUNT  $85455.00;  AMOUNT,1
7998,#0308,1
7999,#0308  ENERGY,1
8000,AMOUNT  $85455.00;,1
8001,AMOUNT  $79303.10.  MODIFICATION,1
8002,AMOUNT  $79303.10.,1
8003,AMOUNT  $59406.14;  AMOUNT,1
8004,$42098.40;  AMOUNT,1
8005,$42098.40;,1
8006,$26755.20  AMOUNT  $79303.10.,1
8007,$26755.20  AMOUNT,1
8008,ENVIRONMENTAL  ANALYSIS,1
8009,MODIFICATION  WORK  09TH,1
8010,FUNDING  CEILING  $576109.80,1
8011,CEILING  AMOUNT  $579692.86,1
8012,CEILING  $576109.80,1
8013,AMOUNT  $579692.86  FUNDING,1
8014,AMOUNT  $579692.86,1
8015,AMOUNT  $35962.44.  CONTRACTOR,1
8016,AMOUNT  $35962.44.,1
8017,AMOUNT  $34334.84  WORK,1
8018,AMOUNT  $34334.84,1
8019,AMOUNT  $1627.60.  ADDITION,1
8020,AMOUNT  $1627.60.,1
8021,ADDITION  INCREMENTAL  FUNDING,1
8022,$84715.00.  ALL,1
8023,ADDITION  INCREMENTAL,1
8024,ADDITION,1
8025,2013  AMOUNT  $1627.60.,1
8026,$84715.00.  ALL  TERMS,1
8027,AMOUNT  $84715.00.,1
8028,2013  AMOUNT,1
8029,2013,1
8030,AMOUNT  $84715.00.  ALL,1
8031,2012  AMOUNT  $34334.84,1
8032,2012  AMOUNT,1
8033,2012,1
8034,09TH  WORK  ORDER,1
8035,ORDER  2012,1
8036,ORDER  2012  AMOUNT,1
8037,ORDER  2013,1
8038,$111438.34.  CONTRACTOR,1
8039,$26755.20,1
8040,$162892.05;  AMOUNT  $26755.20,1
8041,PROGRAM  INCREMENTAL  FUNDING,1
8042,STAR  PROGRAM  INCREMENTAL,1
8043,TASK  ORDER  #0308,1
8044,$167290.00.,1
8045,$167290.00.  ALL,1
8046,$167290.00.  ALL  TERMS,1
8047,AMOUNT  $167290.00.,1
8048,$162892.05;  AMOUNT,1
8049,$162892.05;,1
8050,$111438.34.  CONTRACTOR  CEILING,1
8051,$111438.34.,1
8052,ORDER  2013  AMOUNT,1
8053,$111438.34,1
8054,AMOUNT  $167290.00.  ALL,1
8055,MODIFICATION  CONTRACTOR  AWARD,1
8056,CONTRACTOR  AWARD  PERIOD,1
8057,CONTRACTOR  AWARD,1
8058,PERIOD  AMOUNT  $167290.00.,1
8059,WORK  ORDER  2013,1
8060,WORK  ORDER  2012,1
8061,WORK  09TH  WORK,1
8062,WORK  09TH,1
8063,$84715.00.,1
8064,ORDER  AMOUNT  $35962.44.,1
8065,$300000.00  CEILING  AMOUNT,1
8066,7  ITEMS  CONTRACTOR,1
8067,(CMS)  SUPPORT&ONGOING,1
8068,$55161.66,1
8069,CONTRACT#EP-BPA-14-H-0004/GS-35-F-088A  ENERGY,1
8070,CONTRACT#EP-BPA-14-H-0004/GS-35-F-088A  ENERGY  STAR,1
8071,DEVELOPMENT  $204000.00.,1
8072,DEVELOPMENT  $204000.00.  IGF::CLCT::IGF,1
8073,$55161.66  PERIOD,1
8074,FUNDING  AMOUNT  $204000.00,1
8075,FUNDS  AMOUNT  $614468.00,1
8076,ORDER  AMOUNT  $818468,1
8077,AMOUNT  $818468  7977,1
8078,SRA,1
8079,SRA  CONTRACT#EP-BPA-14-H-0004/GS-35-F-088A,1
8080,SRA  CONTRACT#EP-BPA-14-H-0004/GS-35-F-088A  ENERGY,1
8081,STAR  DEVELOPMENT  $204000.00.,1
8082,FUNDING  AMOUNT  $39608.57.,1
8083,#EP-BPA-14-H0004,1
8084,#EP-BPA-14-H0004  WEST,1
8085,CONTRACT#EP-BPA-14-H-0004/GS-35-F-088A,1
8086,AMOUNT  $818468,1
8087,$314826.00  OPTION  PERIOD,1
8088,$818468,1
8089,$204000.00  FUNDS  AMOUNT,1
8090,$204000.00.,1
8091,$204000.00.  IGF::CLCT::IGF,1
8092,$204000.00.  IGF::CLCT::IGF  TASK,1
8093,$614468.00,1
8094,$614468.00  CONTRACTOR,1
8095,$614468.00  CONTRACTOR  AMOUNT,1
8096,$818468  7977,1
8097,AMOUNT  $614468.00  CONTRACTOR,1
8098,$818468  7977  INCREMENTAL,1
8099,7977,1
8100,7977  INCREMENTAL,1
8101,7977  INCREMENTAL  FUNDING,1
8102,AMOUNT  $204000.00,1
8103,AMOUNT  $204000.00  FUNDS,1
8104,AMOUNT  $614468.00,1
8105,#EP-BPA-14-H0004  WEST  58E6,1
8106,58E6,1
8107,58E6  AWARD,1
8108,AMOUNT  $3712884.00,1
8109,SUPERFUND  SERVICES,1
8110,5  INFORMATION,1
8111,5  INFORMATION  SUPPORT,1
8112,REGION  5  INFORMATION,1
8113,FUNDING  AMOUNT  $226265.68.,1
8114,CEILING  AMOUNT  $3712884.00,1
8115,AMOUNT  $3712884.00  $3724932.00.,1
8116,AMOUNT  $226265.68.  CEILING,1
8117,CONTRACT  #EP-BPA-14-H0004,1
8118,ENVIRONMENTAL  RESEARCH  DEVELOPMENT,1
8119,$1041505.34,1
8120,$1041505.34  $314826.00,1
8121,$1041505.34  $314826.00  $1356331.34.,1
8122,$1356331.34.,1
8123,$314826.00,1
8124,$314826.00  $1356331.34.,1
8125,FUNCTIONS  SUPERFUND  SERVICES,1
8126,MODIFICATION  12  A,1
8127,DEVELOPMENT  MAINTENANCE  SUPPORT,1
8128,MODIFICATION  MODIFICATION  ADDITIONAL,1
8129,CONTRACT  #EP-BPA-14-H0004  WEST,1
8130,ENERGY  TASK,1
8131,ENERGY  TASK  ORDER,1
8132,FUNDING  ENERGY  TASK,1
8133,ORDER  CONTRACT  #EP-BPA-14-H0004,1
8134,WEST  58E6,1
8135,WEST  58E6  AWARD,1
8136,AMOUNT  $39608.57.  TASK,1
8137,AMOUNT  $39608.57.,1
8138,DEVELOPMENT  MAINTENANCE  TASK,1
8139,$39608.57.  TASK  ORDER,1
8140,$39608.57.  TASK,1
8141,$39608.57.,1
8142,ADDITIONAL  EPA  REGION,1
8143,MODIFICATION  ADDITIONAL  EPA,1
8144,$204000.00  FUNDS,1
8145,$204000.00,1
8146,STAR  ENERGY  STAR,1
8147,ACTION  $1275000.00,1
8148,FUNDING  PERFORMANCE  OVERSIGHT,1
8149,OVERSIGHT  SITE  CONTRACT,1
8150,PERFORMANCE  OVERSIGHT,1
8151,PERFORMANCE  OVERSIGHT  SITE,1
8152,$1275000.00,1
8153,$1275000.00  SITE,1
8154,$1275000.00  SITE  INCREMENTAL,1
8155,ACTION  $1275000.00  SITE,1
8156,MODIFICATION  $664000.00,1
8157,$1448711.00,1
8158,$1448711.00  INCREMENTAL,1
8159,$1448711.00  INCREMENTAL  FUNDING,1
8160,MODIFICATION  $1448711.00,1
8161,MODIFICATION  $1448711.00  INCREMENTAL,1
8162,$664000.00,1
8163,$664000.00  INCREMENTAL,1
8164,ACTION  $450000.00  SITE,1
8165,ACTION  $450000.00,1
8166,$450000.00  SITE  INCREMENTAL,1
8167,$450000.00  SITE,1
8168,FUNDING  INCREMENTAL  FUNDING,1
8169,INCREMENTAL  FUNDING  INCREMENTAL,1
8170,OVERSIGHT  REMEDIAL  SITE,1
8171,REMEDIAL  SITE  OPTION,1
8172,SITE  OPTION,1
8173,SITE  OPTION  PERIOD,1
8174,ASSIGNMENTS,1
8175,ASSIGNMENTS  OVERSIGHT,1
8176,ASSIGNMENTS  OVERSIGHT  SITE,1
8177,FUNDING  WORK  ASSIGNMENTS,1
8178,OVERSIGHT  SITE  REMEDIAL,1
8179,WORK  ASSIGNMENTS,1
8180,WORK  ASSIGNMENTS  OVERSIGHT,1
8181,OVERSIGHT  REMEDIAL  DEVELOPMENT,1
8182,REMEDIAL  DEVELOPMENT,1
8183,$664000.00  INCREMENTAL  FUNDING,1
8184,MODIFICATION  $664000.00  INCREMENTAL,1
8185,INTERNATINAL  ENERGY  STAR,1
8186,INTERNATIONAL  CONTRACT#EP-BPA-14-H-0004ENERGY,1
8187,$373000.00.,1
8188,CONTRACT#EP-BPA-14-H-0004ENERGY,1
8189,CONTRACT#EP-BPA-14-H-0004ENERGY  STAR,1
8190,CONTRACT#EP-BPA-14-H-0004ENERGY  STAR  $373000.00.,1
8191,ENERGY  STAR  INTERNATIONAL,1
8192,MODIFICATION  OBLIGATE  $55161.66,1
8193,INTERNATIONAL,1
8194,INTERNATIONAL  CONTRACT#EP-BPA-14-H-0004ENERGY  STAR,1
8195,$1420551.00,1
8196,STAR  $373000.00.,1
8197,STAR  INTERNATIONAL,1
8198,STAR  INTERNATIONAL  CONTRACT#EP-BPA-14-H-0004ENERGY,1
8199,IGF::CLCT::IGF  INTERNATINAL,1
8200,IGF::CLCT::IGF  INTERNATINAL  ENERGY,1
8201,INTERNATINAL,1
8202,INTERNATINAL  ENERGY,1
8203,INCREMENTAL  FUNDING  EXERCISE,1
8204,OBLIGATE  $55161.66,1
8205,OBLIGATE  $55161.66  PERIOD,1
8206,REMEDIAL  DATA  REMEDIAL,1
8207,$1420551.00  SITE,1
8208,$1420551.00  SITE  INCREMENTAL,1
8209,ACTION  $1420551.00,1
8210,ACTION  $1420551.00  SITE,1
8211,CONTRACT  CONTRACT  CEILING,1
8212,FUNDING  CONTRACT  CONTRACT,1
8213,ACTION  $75000.00,1
8214,ACTION  $75000.00  INCREMENTAL,1
8215,FUNDING  CONTRACT  WORK,1
8216,$50000.00  INCREMENTAL  FUNDING,1
8217,ACTION  $50000.00,1
8218,ACTION  $50000.00  INCREMENTAL,1
8219,DATA  REMEDIAL,1
8220,DATA  REMEDIAL  DATA,1
8221,REMEDIAL  DATA,1
8222,$314826.00  OPTION,1
8223,AMOUNT  $1041505.34,1
8224,AMOUNT  $84363.30.  ORDER,1
8225,ANALYSES  DATA,1
8226,SUPPORT  FY2014,1
8227,TASK  SUPPORT  FY2014,1
8228,MONITORING  ANALYSES  DATA,1
8229,MONITORING  ANALYSES,1
8230,DATA  VALIDATION  QUALITY,1
8231,ASSOCIATED  PROGRAM  MONITORING,1
8232,ANALYSES  DATA  VALIDATION,1
8233,ANALYSES,1
8234,EXEMPTIONS  MAINTENANCE,1
8235,WATER  INFORMATION  SYSTEM,1
8236,$3483094.16.,1
8237,$520000.00.,1
8238,$520000.00.  AMOUNT,1
8239,$520000.00.  AMOUNT  $3483094.16.,1
8240,AMOUNT  $3483094.16.,1
8241,AMOUNT  $520000.00.,1
8242,FY2014,1
8243,EXEMPTIONS,1
8244,AMOUNT  $1041505.34  $314826.00,1
8245,ORDER  MODIFICATION  PURPOSE,1
8246,TASK  ORDER  28,1
8247,TASK  ORDER  29,1
8248,TASK  ORDER  REMAIN,1
8249,TERMS  CONDITIONS  TASK,1
8250,AMOUNT  OF$42763.34  CONTRACT,1
8251,ORDER  PROVIDE  FUNDING,1
8252,AMOUNT  OF$42763.34,1
8253,VALIDATION  QUALITY  PURPOSE,1
8254,ENFORCEMENT  EXEMPTIONS  MAINTENANCE,1
8255,VALIDATION  QUALITY,1
8256,QUALITY  PURPOSE  MODIFICATION,1
8257,QUALITY  PURPOSE,1
8258,PROGRAM  MONITORING  ANALYSES,1
8259,ADDITIONAL  ENFORCEMENT,1
8260,ADDITIONAL  ENFORCEMENT  EXEMPTIONS,1
8261,ENFORCEMENT  EXEMPTIONS,1
8262,AMOUNT  $520000.00.  AMOUNT,1
8263,FUNDS  AMOUNT  $520000.00.,1
8264,ACTIVITIES  ASSOCIATED  PROGRAM,1
8265,PERFORMANCE  3,1
8266,OFV$135000  REGION,1
8267,ENVIRONMENTAL  SITE,1
8268,ENVIRONMENTAL  SITE  SUPPORT,1
8269,NATIONAL  ENVIRONMENTAL  SITE,1
8270,3  ALL,1
8271,3  ALL  TERMS,1
8272,OPTION  PERIOD  QUOTE,1
8273,PERFORMANCE  3  ALL,1
8274,INFORMATION  SYSTEM  SUPPORT,1
8275,PERIOD  PERFORMANCE  3,1
8276,PERIOD  QUOTE,1
8277,PERIOD  QUOTE  PERIOD,1
8278,QUOTE  PERIOD,1
8279,QUOTE  PERIOD  PERFORMANCE,1
8280,$84363.30.,1
8281,$84363.30.  ORDER,1
8282,OFV$135000,1
8283,FUNDING  OFV$135000  REGION,1
8284,FUNDING  OFV$135000,1
8285,ADDITIONAL  FUNDING  OFV$135000,1
8286,CONTRACT  PERFORMANCE  FUNCTIONS,1
8287,FUNCTIONS  MAINTENANCE  NATIONAL,1
8288,MAINTENANCE  NATIONAL,1
8289,PERFORMANCE  FUNCTIONS,1
8290,PERFORMANCE  FUNCTIONS  MAINTENANCE,1
8291,SERVICE  CONTRACT  PERFORMANCE,1
8292,$25200.00,1
8293,$25200.00  INCREMENTAL,1
8294,FUNDING  INFORMATION,1
8295,FUNDING  INFORMATION  MODIFICATION,1
8296,INFORMATION  MODIFICATION  EXERCISE,1
8297,PERIOD  SERVICES  $25200.00,1
8298,SERVICES  $25200.00,1
8299,SERVICES  $25200.00  INCREMENTAL,1
8300,ADDITIONAL  FUNDING  REGION,1
8301,PROGRAM  PERIOD  PERFORMANCE,1
8302,PERIOD  PROGRAM  PERIOD,1
8303,OF$42763.34,1
8304,PROVIDE  $51008.00  FUNDING,1
8305,CEILING  $125619.04.  MODIFICATION,1
8306,CONTRACT  PERFORMANCE  30,1
8307,FUNDING  CONTRACT  PERFORMANCE,1
8308,MODIFICATION  PROVIDE  $51008.00,1
8309,12  A  FUNDING,1
8310,PERFORMANCE  30  $76512.00.,1
8311,PROVIDE  $51008.00,1
8312,$25504.00,1
8313,MODIFICATION  AMOUNT  $76512.00.,1
8314,$25504.00  CONTRACT,1
8315,$25504.00  CONTRACT  PERFORMANCE,1
8316,31  MODIFICATION  MODIFICATION,1
8317,AMOUNT  $25504.00,1
8318,AMOUNT  $25504.00  CONTRACT,1
8319,AMOUNT  $76512.00.,1
8320,CONTRACT  PERFORMANCE  31,1
8321,CEILING  $125619.04.,1
8322,30  $76512.00.  CEILING,1
8323,30  $76512.00.,1
8324,$76512.00.  CEILING  $125619.04.,1
8325,AMOUNT  $314826.00,1
8326,AMOUNT  $314826.00  OPTION,1
8327,FUNDING  AMOUNT  $314826.00,1
8328,PERIOD  AMOUNT  $1041505.34,1
8329,AMOUNT  $226265.68.,1
8330,A  FUNDING  AMOUNT,1
8331,A  FUNDING,1
8332,EPA  OFFICE  ENVIRONMENTAL,1
8333,A,1
8334,$125619.04.,1
8335,$125619.04.  MODIFICATION,1
8336,$51008.00,1
8337,$51008.00  FUNDING,1
8338,$51008.00  FUNDING  CONTRACT,1
8339,$76512.00.  CEILING,1
8340,FUNDING  AMOUNT  $25504.00,1
8341,MODIFICATION  MODIFICATION  AMOUNT,1
8342,OF$42763.34  CONTRACT,1
8343,CONTRACT  0005,1
8344,28  2015  OPTION,1
8345,28  ALL,1
8346,28  ALL  TERMS,1
8347,29  28,1
8348,29  28  ALL,1
8349,CONDITIONS  TASK,1
8350,CONDITIONS  TASK  ORDER,1
8351,CONTRACT  0005  TASK,1
8352,12  A,1
8353,IGF::CLCT::IGF  PURPOSE  MODIFICATION,1
8354,OPTION  PERIOD  PROGRAM,1
8355,ORDER  28,1
8356,ORDER  28  2015,1
8357,ORDER  29,1
8358,ORDER  29  28,1
8359,PERFORMANCE  2  CONTRACT,1
8360,2015  OPTION  PERIOD,1
8361,2015  OPTION,1
8362,2  CONTRACT  0005,1
8363,0005  TASK  ORDER,1
8364,PERFORMANCE  31  MODIFICATION,1
8365,ADDITIONALLY  PROVIDE,1
8366,ADDITIONALLY  PROVIDE  FUNDING,1
8367,CONTRACT  ADDITIONALLY,1
8368,CONTRACT  ADDITIONALLY  PROVIDE,1
8369,$3724932.00.,1
8370,ORDER  SERVICE  CONTRACT,1
8371,SERVICE  CONTRACT  ADDITIONALLY,1
8372,$3712884.00  $3724932.00.,1
8373,$3712884.00,1
8374,$226265.68.  CEILING  AMOUNT,1
8375,$226265.68.  CEILING,1
8376,$226265.68.,1
8377,ORDER  AMOUNT  OF$42763.34,1
8378,0005  TASK,1
8379,FUNDING  INCREMENTAL,1
8380,ACTION  $150000.00  INCREMENTAL,1
8381,ACTION  $150000.00,1
8382,AMOUNT  $30233.74;,1
8383,$26385.02,1
8384,$26385.02  $231848.09,1
8385,$26385.02  $231848.09  TASK,1
8386,AMOUNT  $30233.74;  B,1
8387,ORDER  $231848.09,1
8388,ORDER  $26385.02,1
8389,ORDER  $26385.02  $231848.09,1
8390,AMOUNT  $211315.68  $3727834.00.,1
8391,$231848.09  TASK,1
8392,TASK  ORDER  $231848.09,1
8393,TASK  ORDER  $26385.02,1
8394,$1205614.02,1
8395,$1205614.02  TASK,1
8396,$1205614.02  TASK  ORDER,1
8397,$1462947.15,1
8398,$450000.00  $1205614.02,1
8399,$231848.09  TASK  ORDER,1
8400,$231848.09,1
8401,$150000.00  INCREMENTAL  FUNDING,1
8402,$738190.15  TASK,1
8403,$148622.98,1
8404,$148622.98  $738190.15,1
8405,$148622.98  $738190.15  TASK,1
8406,$148622.98.,1
8407,$148622.98.  ALL,1
8408,$148622.98.  ALL  TERMS,1
8409,$738190.15,1
8410,$738190.15  TASK  ORDER,1
8411,REMAIN  $148622.98  $738190.15,1
8412,AMOUNT  $148622.98.,1
8413,AMOUNT  $148622.98.  ALL,1
8414,CEILING  $738190.15,1
8415,CONDITIONS  REMAIN  $148622.98,1
8416,FUNDING  AMOUNT  $148622.98.,1
8417,ORDER  CEILING  $738190.15,1
8418,REMAIN  $148622.98,1
8419,$450000.00  $1205614.02  TASK,1
8420,ADDITIONAL  ALL,1
8421,ADDITIONAL  ALL  TERMS,1
8422,ADDITIONAL  $1395325.34  TASK,1
