Product or Service Code,Product or Service Description,Contracting Agency Name,Contracting Department Name,Funding Agency Name,Principal Place of Performance City Name,Principal Place of Performance State Code,Principal Place of Performance Country Name,Signed Date,Extent Competed,Fair Opportunity/Limited Sources,Type of Contract,Description of Requirement,Vendor Name,PIID,Referenced  IDV PIID,DUNS Number,Action Obligation
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,2/2/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 EAST 
IGF::CT::IGF
INCREMENTAL FUNDING MODIFICATION","TECHLAW, INC.",2,EPW14022,116211863,"$382,838.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,2/2/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 ESAT
IGF::CT::IGF 
FUNDING MODIFICATION","TECHLAW, INC.",1,EPW14022,116211863,"$167,162.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,4/9/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 ESAT
IGF::CT::IGF","TECHLAW, INC.",5,EPW14022,116211863,"$30,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,4/9/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 ESAT
IGF::CT::IGF 
FUNDING MODIFICATION","TECHLAW, INC.",1,EPW14022,116211863,"$81,226.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,5/11/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 ESAT
IGF::CT::IGF 
EXERCISE TASK ORDER BASE PERIOD (YEAR 2) AND SOW REVISION AND FUNDING","TECHLAW, INC.",1,EPW14022,116211863,"$321,209.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,7/7/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 ESAT
IGF::CT::IGF 
FUNDING MODIFICATION","TECHLAW, INC.",1,EPW14022,116211863,"$50,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,8/20/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 EAST 
IGF::CT::IGF
EXERCISE OPTION PERIOD 1 AND ADD FUNDING","TECHLAW, INC.",2,EPW14022,116211863,"$110,248.65 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,EDISON,NJ,UNITED STATES,9/30/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"REGION 2 EAST 
IGF::CT::IGF
SOW REVISION AND OBLIGATION OF FUNDING","TECHLAW, INC.",2,EPW14022,116211863,"$25,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,10/23/2014,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"OEM MISSION SUPPORT

CRITICAL FUNCTIONS (CT)",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,EPW08036,,97779698,"$502,465.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,1/28/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
RE-POWERING AMERICA'S LAND INITIATIVE: TECHNICAL, PROGRAMATIC, AND COMMUNICATIONS SUPPORT
US EPA OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,7,EPW12021,97779698,"$39,810.74 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,6/4/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,TECHNICAL AND REGULATORY SUPPORT FOR THE DEVELOPMENT OF CRITERIA FOR WATER MEDIA (HUMAN HEALTH - MICROBIOLOGY EMPHASIS),"ICF INCORPORATED, L.L.C.",EPC11005,,72648579,"$429,335.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,7/6/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
LAND REVITALIZATION SUPPORT FOR GROWING SUSTAINABLE COMMUNITIES
EPA OFFICE OF BROWNFIELDS AND LAND REVITALIZATION",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,4,EPW12021,97779698,"$129,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,7/6/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
STATE&TRIBAL SUPPORT
EPA OFFICE OF BROWNFIELDS AND LAND REVITALIZATION",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,2,EPW12021,97779698,"$109,261.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,7/13/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,TECHNICAL AND REGULATORY SUPPORT FOR THE DEVELOPMENT OF CRITERIA FOR WATER MEDIA (HUMAN HEALTH - MICROBIOLOGY EMPHASIS),"ICF INCORPORATED, L.L.C.",EPC11005,,72648579,"$35,641.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,7/22/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"OEM MISSION SUPPORT

CRITICAL FUNCTIONS (CT)

- ADD INCREMENTAL FUNDING IN THE AMOUNT OF $231,082.79 FOR THE AWARD TERM 1.",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,EPW08036,,97779698,"$231,082.79 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,8/3/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
TECHNICAL OUTREACH SUPPORT
OFFICE OF BROWNFIELDS AND LAND REVITALIZATION ANALYTICAL AND TECHNICAL SUPPORT CONTRACT (SMALL BUSINESS)

THE PURPOSE OF THIS MODIFICATION IS TO:
1) EXERCISE OPTION PERIOD 3 OF THE TASK ORDER WITH A PERIOD OF PERFORMANCE FROM 8/14/2015 TO 8/13/2016 AND WITH A NOT TO EXCEED COST CEILING OF
$427,559.00;
2) PROVIDE INCREMENTAL FUNDING TO OPTION PERIOD 3 IN THE AMOUNT OF $100,000.00, ESTIMATED TO COVER A PERFORMANCE THROUGH 11/07/2015.","ICF INCORPORATED, L.L.C.",2,EPW12020,72648579,"$100,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,8/3/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"OEM MISSION SUPPORT

CRITICAL FUNCTIONS (CT)

THE PURPOSE OF THIS MODIFICATION IS TO ADD INCREMENTAL FUNDING IN THE AMOUNT OF $1,715,900.00 FOR THE AWARD TERM 1 UNDER THE CONTRACT.",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,EPW08036,,97779698,"$1,715,900.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,8/10/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
RE-POWERING AMERICA'S LAND INITIATIVE: TECHNICAL, PROGRAMATIC, AND COMMUNICATIONS SUPPORT
US EPA OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE

THE PURPOSE OF THIS MODIFICATION IS TO:

1) APPROVE THE CONTRACTOR'S PRICE PROPOSAL IN THE AMOUNT OF $39,821.00, DATED AUGUST 7, 2015.
2) EXTEND THE PERIOD OF PERFORMANCE FROM AUGUST 13, 2015 TO NOVEMBER 13, 2015 UNDER OPTION PERIOD 1.
3) OBLIGATE FUNDING IN THE AMOUNT OF $39,821.00.

THE OBLIGATION AMOUNT IS HEREBY INCREASED FROM $201,269.00 BY $39,821.00 TO $241,090.00. THE CONTRACTOR EXCEEDS THIS AMOUNT AT ITS OWN RISK.
THE CEILING AMOUNT IS HEREBY INCREASED FROM $201,269.00 BY $39,821.00 TO $241,090.00. THE OPTION PERIOD 1 IS HEREBY FULLY FUNDED.",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,7,EPW12021,97779698,"$39,821.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,8/12/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
THIS SERVICE CONTRACT IS TO PROVIDE TEHCNICAL, ANALYTICAL, AND ADMINISTRATIVE SUPPORT TO EPA'S OFFICE OF BROWNFIELDS AND LAND REVITALIZATION (OBLR).

THE TERMS AND CONDITIONS OF CONTRACT EP-W-12-020 ARE HEREBY INCORPORATED BY REFERENCE. SERVICES RENDERED UNDER THIS TASK ORDER ARE FOR NON-SEVERABLE SERVICES. THIS IS A TIME-AND-MATERIALS TASK ORDER AND IS SUBJECT TO THE LIMITATION OF COST AND LIMITATION OF FUNDS CLAUSES. 

THE CONTRACTOR SHALL PERFORM SERVICES IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK AND THE CONTRACTOR'S PROPOSAL DATED FEBRUARY 16, 2015 IN THE AMOUNT OF $97,654.00.

THE TASK ORDER PERIOD OF PERFORMANCE IS AUGUST 13, 2015 THROUGH AUGUST 12,2016. THE TASK ORDER CEILING IS $97,654.00. THE CONTRACTOR EXCEEDS THIS AMOUNT AT ITS OWN RISK. THE TASK ORDER IS HEREBY FULLY FUNDED IN THE AMOUNT OF $97,654.00.

THE TERMS AND CONDITIONS OF CONTRACT EP-W-12-020 ARE HEREBY INCORPORATED BY REFERENCE. SERVICES RENDERED UNDER THIS TASK ORDER ARE FOR NON-SEVERABLE SERVICES. THIS IS A TIME-AND-MATERIALS TASK ORDER AND IS SUBJECT TO THE LIMITATION OF COST AND LIMITATION OF FUNDS CLAUSES. 

THE CONTRACTOR SHALL PERFORM SERVICES IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK AND THE CONTRACTOR'S PROPOSAL DATED FEBRUARY 16, 2015 IN THE AMOUNT OF $97,654.00.

THE TASK ORDER PERIOD OF PERFORMANCE IS AUGUST 13, 2015 THROUGH AUGUST 12,2016. THE TASK ORDER CEILING IS $97,654.00. THE CONTRACTOR EXCEEDS THIS AMOUNT AT ITS OWN RISK. THE TASK ORDER IS HEREBY FULLY FUNDED IN THE AMOUNT OF $97,654.00.","ICF INCORPORATED, L.L.C.",6,EPW12020,72648579,"$97,654.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,8/28/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,TIME AND MATERIALS,"IGF::CT::IGF
2015 NATIONAL BROWNFIELDS TRAINING CONFERENCE
US EPA OFFICE OF SOLID WASTE AND EMERGENCY RESPONSE",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,8,EPW12021,97779698,"$173,950.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,9/14/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"OEM MISSION SUPPORT

CRITICAL FUNCTIONS (CT)

THE PURPOSE OF THIS MODIFICATION IS TO ADD INCREMENTAL FUNDING IN THE AMOUNT OF $133,000.00 FOR THE AWARD TERM 1 UNDER THE CONTRACT.",SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,EPW08036,,97779698,"$133,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FLINT,MI,UNITED STATES,12/22/2014,NOT COMPETED UNDER SAP,,FIRM FIXED PRICE,"OBLR SPONSORSHIP OF RECLAIMING VACANT PROPERTIES CONFERENCE 
IGF::CT::IGF","CENTER FOR LAND REFORM, THE",EP15W000028,,8756291,"$30,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,10/15/2014,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"DATA VALIDATION AND QUALITY ASSURANCE SUPPORT 
IGF::CT::IGF
THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING IN THE AMOUNT OF $141,708.00 TO THE TASK ORDER.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.","ICF INCORPORATED, L.L.C.",2,EPW13023,72648579,"$141,708.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,12/19/2014,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"ANALYTICAL SUPPORT IGF::CT::IGF
MODIFICATION 8: INCREMENTAL FUNDING","ICF INCORPORATED, L.L.C.",1,EPW13023,72648579,"$200,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,1/27/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"NON-PM2.5 THRU-THE-PROBE EVALUATION PROGRAM FIELD SUPPORT SERVICES IGF::CT::IGF
MOD 6: INCREMENTAL FUNDING","ICF INCORPORATED, L.L.C.",4,EPW13023,72648579,"$30,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,2/3/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"DATA VALIDATION AND QUALITY ASSURANCE SUPPORT 
IGF::CT::IGF
THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING IN THE AMOUNT OF $173,611.86 TO THE TASK ORDER.  OPTION PERIOD 1 (YEAR 2) IS NOW FULLY FUNDED.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.","ICF INCORPORATED, L.L.C.",2,EPW13023,72648579,"$173,611.86 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,6/16/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"PM2.5 PERFORMANCE EVALUATION PROGRAM FIELD SUPPORT SERVICES IGF::CT::IGF
MOD 08 - OBLIGATE FUNDS","ICF INCORPORATED, L.L.C.",3,EPW13023,72648579,"$35,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,6/23/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"ANALYTICAL SUPPORT IGF::CT::IGF
MODIFICATION 11: OBLIGATING FUNDING","ICF INCORPORATED, L.L.C.",1,EPW13023,72648579,"$125,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,6/23/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"DATA VALIDATION AND QUALITY ASSURANCE SUPPORT: 
MOD #16: OBLIGATE FUNDS 

IGF::CT::IGF","ICF INCORPORATED, L.L.C.",2,EPW13023,72648579,"$65,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,7/20/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"PM2.5 PERFORMANCE EVALUATION PROGRAM FIELD SUPPORT SERVICES IGF::CT::IGF
MOD 09 - OBLIGATE FUNDS","ICF INCORPORATED, L.L.C.",3,EPW13023,72648579,"$34,253.38 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,7/30/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"ANALYTICAL SUPPORT IGF::CT::IGF
MODIFICATION 12: OBLIGATING FUNDING, EXERCISE OPTION YEAR 3 BASE PERIOD","ICF INCORPORATED, L.L.C.",1,EPW13023,72648579,"$50,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,7/30/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"DATA VALIDATION AND QUALITY ASSURANCE SUPPORT: 
MOD #18: OBLIGATE FUNDS, EXERCISE THE BASE OPTION PERIOD 2

IGF::CT::IGF","ICF INCORPORATED, L.L.C.",2,EPW13023,72648579,"$45,413.88 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,7/30/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"NON-PM2.5 THRU-THE-PROBE EVALUATION PROGRAM FIELD SUPPORT SERVICES IGF::CT::IGF
MOD 10: INCREMENTAL FUNDING - $30,000.00, EXERCISE THE BASE OPTION PERIOD 2 (YEAR 3)","ICF INCORPORATED, L.L.C.",4,EPW13023,72648579,"$30,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FORT GEORGE G MEADE,MD,UNITED STATES,9/23/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"DATA VALIDATION AND QUALITY ASSURANCE SUPPORT: 
MOD #20: OBLIGATE FUNDS

IGF::CT::IGF","ICF INCORPORATED, L.L.C.",2,EPW13023,72648579,"$61,960.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,1/28/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8 - TASK ORDER 02: ANALYTICAL SUPPORT AND DATA VALIDATION - MODIFICATION 9: OBLIGATE FUNDS 
IGF::OT::IGF","TECHLAW, INC.",2,EPW13028,116211863,"$25,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,2/5/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8- TASK ORDER 03: GIS SUPPORT IGF::OT::IGF
MODIFICATION #8: OBLIGATED FUNDS","TECHLAW, INC.",3,EPW13028,116211863,"$30,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,2/5/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM REGION 8 TASK ORDER 07: LIBBY DATA MANAGEMENT SUPPORT. MODIFICATION 7: OBLIGATE FUNDING 
IGF::OT::IGF","TECHLAW, INC.",7,EPW13028,116211863,"$150,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,2/6/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT R8)- TASK ORDER 01: LIBBY ASBESTOS ANALYTICAL SUPPORT IGF::CT::IGF
MODIFICATION 9:OBLIGATING FUNDS AND REDUCING THE BASE PERIOD CEILING","TECHLAW, INC.",1,EPW13028,116211863,"$800,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,2/11/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8 - TASK ORDER 02: ANALYTICAL SUPPORT AND DATA VALIDATION - MODIFICATION 10: OBLIGATE FUNDS 
IGF::OT::IGF","TECHLAW, INC.",2,EPW13028,116211863,"$240,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,3/4/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8 - TASK ORDER 09: AIR MONITORING AUDIT FIELD SUPPORT. MODIFICATION 6: OBLIGATE FUNDS
IGF::CT::IGF","TECHLAW, INC.",9,EPW13028,116211863,"$41,200.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,4/9/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8 - TASK ORDER 02: ANALYTICAL SUPPORT AND DATA VALIDATION - MODIFICATION 11: OBLIGATE FUNDS 
IGF::OT::IGF","TECHLAW, INC.",2,EPW13028,116211863,"$29,756.98 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,5/13/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8- TASK ORDER 03: GIS SUPPORT IGF::OT::IGF
MODIFICATION #9: OBLIGATED FUNDS","TECHLAW, INC.",3,EPW13028,116211863,"$95,000.00 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,6/4/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM REGION 8 TASK ORDER 07: LIBBY DATA MANAGEMENT SUPPORT. MODIFICATION 8:APPROVING YEAR 2/3 PERIOD CEILING IGF::OT::IGF
MODIFICATION 9: OBLIGATE FUNDING","TECHLAW, INC.",7,EPW13028,116211863,"$51,047.32 "
F999,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,GOLDEN,CO,UNITED STATES,7/6/2015,FULL AND OPEN COMPETITION,,LABOR HOURS,"ENVIRONMENTAL SERVICES ASSISTANCE TEAM (ESAT) REGION 8 - TASK ORDER 02: ANALYTICAL SUPPORT AND DATA VALIDATION - MODIFICATION 12: OBLIGATE FUNDS 
IGF::OT::IGF    MOD 13: APPROVE CEILING, DEOBLIGATE/OBLIGATE FUNDING","TECHLAW, INC.",2,EPW13028,116211863,"$104,385.14 "
